,longitude,latitude,Date,Temperature,station_name,EnergyConsumption,DayNumber,WeekNumber,MonthNumber,MonthName,month,month_year,v1,v2
1970-01-01 00:00:00.000000991,-66.610000,45.920000,2023-01-11 05:00:00,-12.50,FREDERICTON CDA CS,688.61,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000992,-66.610000,45.920000,2023-01-11 06:00:00,-13.20,FREDERICTON CDA CS,1120.75,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000993,-66.610000,45.920000,2023-01-11 07:00:00,-14.30,FREDERICTON CDA CS,1254.05,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000994,-66.610000,45.920000,2023-01-11 08:00:00,-14.30,FREDERICTON CDA CS,1338.73,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000995,-66.610000,45.920000,2023-01-11 09:00:00,-14.00,FREDERICTON CDA CS,1389.73,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000996,-66.610000,45.920000,2023-01-11 10:00:00,-11.80,FREDERICTON CDA CS,1356.54,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000997,-66.610000,45.920000,2023-01-11 11:00:00,-9.30,FREDERICTON CDA CS,1370.01,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000998,-66.610000,45.920000,2023-01-11 12:00:00,-9.00,FREDERICTON CDA CS,1336.33,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000000999,-66.610000,45.920000,2023-01-11 13:00:00,-7.80,FREDERICTON CDA CS,1332.96,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001000,-66.610000,45.920000,2023-01-11 14:00:00,-6.50,FREDERICTON CDA CS,1339.7,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001001,-66.610000,45.920000,2023-01-11 15:00:00,-5.50,FREDERICTON CDA CS,1297.3400000000001,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001002,-66.610000,45.920000,2023-01-11 16:00:00,-5.30,FREDERICTON CDA CS,1228.05,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001004,-66.610000,45.920000,2023-01-11 17:00:00,-6.40,FREDERICTON CDA CS,1192.93,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001005,-66.610000,45.920000,2023-01-11 18:00:00,-7.40,FREDERICTON CDA CS,1147.69,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001006,-66.610000,45.920000,2023-01-11 19:00:00,-8.60,FREDERICTON CDA CS,1062.03,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001007,-66.610000,45.920000,2023-01-11 20:00:00,-9.50,FREDERICTON CDA CS,1031.24,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001008,-66.610000,45.920000,2023-01-11 21:00:00,-10.50,FREDERICTON CDA CS,818.0699999999999,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001009,-66.610000,45.920000,2023-01-11 22:00:00,-11.20,FREDERICTON CDA CS,756.94,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001010,-66.610000,45.920000,2023-01-11 23:00:00,-11.90,FREDERICTON CDA CS,744.4300000000001,11.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001011,-66.610000,45.920000,2023-01-12 00:00:00,-13.60,FREDERICTON CDA CS,685.24,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001012,-66.610000,45.920000,2023-01-12 01:00:00,-14.70,FREDERICTON CDA CS,616.92,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001013,-66.610000,45.920000,2023-01-12 02:00:00,-15.60,FREDERICTON CDA CS,612.5799999999999,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001014,-66.610000,45.920000,2023-01-12 03:00:00,-16.60,FREDERICTON CDA CS,614.99,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001015,-66.610000,45.920000,2023-01-12 04:00:00,-15.90,FREDERICTON CDA CS,614.5,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001016,-66.610000,45.920000,2023-01-12 05:00:00,-15.00,FREDERICTON CDA CS,653.49,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001017,-66.610000,45.920000,2023-01-12 06:00:00,-14.70,FREDERICTON CDA CS,1036.05,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001018,-66.610000,45.920000,2023-01-12 07:00:00,-14.50,FREDERICTON CDA CS,1178.49,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001019,-66.610000,45.920000,2023-01-12 08:00:00,-14.70,FREDERICTON CDA CS,1221.32,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001020,-66.610000,45.920000,2023-01-12 09:00:00,-14.10,FREDERICTON CDA CS,1337.29,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001021,-66.610000,45.920000,2023-01-12 10:00:00,-12.90,FREDERICTON CDA CS,1367.6000000000001,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001022,-66.610000,45.920000,2023-01-12 11:00:00,-11.30,FREDERICTON CDA CS,1404.1799999999998,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001023,-66.610000,45.920000,2023-01-12 12:00:00,-8.60,FREDERICTON CDA CS,1354.1399999999999,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001024,-66.610000,45.920000,2023-01-12 13:00:00,-6.40,FREDERICTON CDA CS,1314.67,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001025,-66.610000,45.920000,2023-01-12 14:00:00,-5.70,FREDERICTON CDA CS,1311.31,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001026,-66.610000,45.920000,2023-01-12 15:00:00,-4.10,FREDERICTON CDA CS,1277.1399999999999,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001027,-66.610000,45.920000,2023-01-12 16:00:00,-4.00,FREDERICTON CDA CS,1225.16,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001028,-66.610000,45.920000,2023-01-12 17:00:00,-4.60,FREDERICTON CDA CS,1165.5,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001029,-66.610000,45.920000,2023-01-12 18:00:00,-5.00,FREDERICTON CDA CS,1136.1399999999999,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001030,-66.610000,45.920000,2023-01-12 19:00:00,-4.90,FREDERICTON CDA CS,1050.01,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001031,-66.610000,45.920000,2023-01-12 20:00:00,-4.40,FREDERICTON CDA CS,1016.79,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001032,-66.610000,45.920000,2023-01-12 21:00:00,-4.70,FREDERICTON CDA CS,818.05,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001033,-66.610000,45.920000,2023-01-12 22:00:00,-4.20,FREDERICTON CDA CS,746.84,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001034,-66.610000,45.920000,2023-01-12 23:00:00,-4.00,FREDERICTON CDA CS,727.59,12.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001035,-66.610000,45.920000,2023-01-13 00:00:00,-4.20,FREDERICTON CDA CS,677.06,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001036,-66.610000,45.920000,2023-01-13 01:00:00,-4.40,FREDERICTON CDA CS,607.29,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001037,-66.610000,45.920000,2023-01-13 02:00:00,-4.40,FREDERICTON CDA CS,603.9300000000001,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001038,-66.610000,45.920000,2023-01-13 03:00:00,-3.90,FREDERICTON CDA CS,610.19,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001039,-66.610000,45.920000,2023-01-13 04:00:00,-3.70,FREDERICTON CDA CS,603.9200000000001,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001040,-66.610000,45.920000,2023-01-13 05:00:00,-3.50,FREDERICTON CDA CS,648.19,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001041,-66.610000,45.920000,2023-01-13 06:00:00,-3.10,FREDERICTON CDA CS,1050.0,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001042,-66.610000,45.920000,2023-01-13 07:00:00,-2.30,FREDERICTON CDA CS,1161.16,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001043,-66.610000,45.920000,2023-01-13 08:00:00,-1.70,FREDERICTON CDA CS,1197.74,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001044,-66.610000,45.920000,2023-01-13 09:00:00,-1.40,FREDERICTON CDA CS,1267.02,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001045,-66.610000,45.920000,2023-01-13 10:00:00,-0.50,FREDERICTON CDA CS,1276.19,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001046,-66.610000,45.920000,2023-01-13 11:00:00,0.10,FREDERICTON CDA CS,1297.8200000000002,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001047,-66.610000,45.920000,2023-01-13 12:00:00,0.30,FREDERICTON CDA CS,1294.94,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001048,-66.610000,45.920000,2023-01-13 13:00:00,0.60,FREDERICTON CDA CS,1302.6399999999999,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001049,-66.610000,45.920000,2023-01-13 14:00:00,0.80,FREDERICTON CDA CS,1273.77,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001050,-66.610000,45.920000,2023-01-13 15:00:00,0.80,FREDERICTON CDA CS,1235.27,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001051,-66.610000,45.920000,2023-01-13 16:00:00,0.80,FREDERICTON CDA CS,1181.38,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001052,-66.610000,45.920000,2023-01-13 17:00:00,1.10,FREDERICTON CDA CS,1134.22,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001053,-66.610000,45.920000,2023-01-13 18:00:00,0.80,FREDERICTON CDA CS,1123.15,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001054,-66.610000,45.920000,2023-01-13 19:00:00,0.90,FREDERICTON CDA CS,1068.29,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001055,-66.610000,45.920000,2023-01-13 20:00:00,0.90,FREDERICTON CDA CS,1060.58,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001056,-66.610000,45.920000,2023-01-13 21:00:00,1.20,FREDERICTON CDA CS,852.7,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001057,-66.610000,45.920000,2023-01-13 22:00:00,1.40,FREDERICTON CDA CS,791.6,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001058,-66.610000,45.920000,2023-01-13 23:00:00,1.20,FREDERICTON CDA CS,767.54,13.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001059,-66.610000,45.920000,2023-01-14 00:00:00,1.20,FREDERICTON CDA CS,695.36,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001060,-66.610000,45.920000,2023-01-14 01:00:00,1.00,FREDERICTON CDA CS,630.39,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001061,-66.610000,45.920000,2023-01-14 02:00:00,0.60,FREDERICTON CDA CS,627.98,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001062,-66.610000,45.920000,2023-01-14 03:00:00,0.70,FREDERICTON CDA CS,627.99,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001063,-66.610000,45.920000,2023-01-14 04:00:00,0.50,FREDERICTON CDA CS,631.84,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001064,-66.610000,45.920000,2023-01-14 05:00:00,0.10,FREDERICTON CDA CS,624.14,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001065,-66.610000,45.920000,2023-01-14 06:00:00,-0.30,FREDERICTON CDA CS,654.45,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001066,-66.610000,45.920000,2023-01-14 07:00:00,-0.40,FREDERICTON CDA CS,644.34,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001067,-66.610000,45.920000,2023-01-14 08:00:00,-0.80,FREDERICTON CDA CS,645.78,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001068,-66.610000,45.920000,2023-01-14 09:00:00,-1.30,FREDERICTON CDA CS,639.53,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001069,-66.610000,45.920000,2023-01-14 10:00:00,-1.50,FREDERICTON CDA CS,648.19,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001070,-66.610000,45.920000,2023-01-14 11:00:00,-1.70,FREDERICTON CDA CS,648.67,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001071,-66.610000,45.920000,2023-01-14 12:00:00,-1.90,FREDERICTON CDA CS,644.8199999999999,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001072,-66.610000,45.920000,2023-01-14 13:00:00,-2.30,FREDERICTON CDA CS,648.6700000000001,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001073,-66.610000,45.920000,2023-01-14 14:00:00,-2.20,FREDERICTON CDA CS,640.98,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001074,-66.610000,45.920000,2023-01-14 15:00:00,-2.50,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001075,-66.610000,45.920000,2023-01-14 16:00:00,-2.70,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001076,-66.610000,45.920000,2023-01-14 17:00:00,-3.10,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001077,-66.610000,45.920000,2023-01-14 18:00:00,-3.70,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001078,-66.610000,45.920000,2023-01-14 19:00:00,-3.80,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001079,-66.610000,45.920000,2023-01-14 20:00:00,-3.90,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001080,-66.610000,45.920000,2023-01-14 21:00:00,-3.90,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001081,-66.610000,45.920000,2023-01-14 22:00:00,-3.80,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001082,-66.610000,45.920000,2023-01-14 23:00:00,-3.70,FREDERICTON CDA CS,0.0,14.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001083,-66.610000,45.920000,2023-01-15 00:00:00,-3.50,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001084,-66.610000,45.920000,2023-01-15 01:00:00,-3.60,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001085,-66.610000,45.920000,2023-01-15 02:00:00,-3.90,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001086,-66.610000,45.920000,2023-01-15 03:00:00,-4.30,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001087,-66.610000,45.920000,2023-01-15 04:00:00,-5.20,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001088,-66.610000,45.920000,2023-01-15 05:00:00,-6.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001089,-66.610000,45.920000,2023-01-15 06:00:00,-6.40,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001090,-66.610000,45.920000,2023-01-15 07:00:00,-6.80,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001091,-66.610000,45.920000,2023-01-15 08:00:00,-7.20,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001092,-66.610000,45.920000,2023-01-15 09:00:00,-7.50,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001093,-66.610000,45.920000,2023-01-15 10:00:00,-7.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001094,-66.610000,45.920000,2023-01-15 11:00:00,-6.40,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001095,-66.610000,45.920000,2023-01-15 12:00:00,-6.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001096,-66.610000,45.920000,2023-01-15 13:00:00,-5.50,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001097,-66.610000,45.920000,2023-01-15 14:00:00,-5.30,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001098,-66.610000,45.920000,2023-01-15 15:00:00,-5.30,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001099,-66.610000,45.920000,2023-01-15 16:00:00,-5.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001100,-66.610000,45.920000,2023-01-15 17:00:00,-4.70,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001101,-66.610000,45.920000,2023-01-15 18:00:00,-4.30,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001102,-66.610000,45.920000,2023-01-15 19:00:00,-4.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001103,-66.610000,45.920000,2023-01-15 20:00:00,-4.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001104,-66.610000,45.920000,2023-01-15 21:00:00,-4.00,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001105,-66.610000,45.920000,2023-01-15 22:00:00,-3.90,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001106,-66.610000,45.920000,2023-01-15 23:00:00,-4.20,FREDERICTON CDA CS,0.0,15.0,3.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001107,-66.610000,45.920000,2023-01-16 00:00:00,-4.40,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001108,-66.610000,45.920000,2023-01-16 01:00:00,-4.00,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001109,-66.610000,45.920000,2023-01-16 02:00:00,-3.90,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001110,-66.610000,45.920000,2023-01-16 03:00:00,-2.70,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001111,-66.610000,45.920000,2023-01-16 04:00:00,-2.30,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001112,-66.610000,45.920000,2023-01-16 05:00:00,-1.90,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001113,-66.610000,45.920000,2023-01-16 06:00:00,-1.40,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
1970-01-01 00:00:00.000001114,-66.610000,45.920000,2023-01-16 07:00:00,-1.10,FREDERICTON CDA CS,0.0,16.0,4.0,1.0,January,January,January 2023,,
